,fname_green,label,area,eccentricity,perimeter,mean_intensity_green,bg_value_mask,fname_red,mean_intensity_red,bg_value_channel,intensity_ratio
0,Z0_C0_T00.tif,0_1,26,0.7693817353661786,16.48528137423857,6841.127692307693,4202.98,Z0_C1_T00.tif,3989.18,3048.93,1.7149207837970946
1,Z0_C0_T00.tif,0_2,91,0.9227289586937116,43.21320343559643,7377.732087912088,4202.98,Z0_C1_T00.tif,2136.7074725274724,3048.93,3.4528507915896895
2,Z0_C0_T00.tif,0_3,24,0.5849866175853743,15.071067811865476,6798.236666666667,4202.98,Z0_C1_T00.tif,1497.3466666666664,3048.93,4.540188867418813
3,Z0_C0_T00.tif,0_4,68,0.15983748251554067,27.31370849898476,9175.43764705882,4202.98,Z0_C1_T00.tif,2738.3417647058823,3048.93,3.3507277160651743
4,Z0_C0_T00.tif,0_5,47,0.498065705390573,22.48528137423857,9344.330638297874,4202.98,Z0_C1_T00.tif,4286.626808510638,3048.93,2.1798796712943864
6,Z0_C0_T00.tif,0_7,58,0.7837835573452098,26.485281374238568,7624.9579310344825,4202.98,Z0_C1_T00.tif,2175.6972413793105,3048.93,3.5046043107544436
7,Z0_C0_T00.tif,0_8,26,0.5440588203494177,15.65685424949238,7448.050769230769,4202.98,Z0_C1_T00.tif,1467.7569230769227,3048.93,5.074444311676007
8,Z0_C0_T00.tif,0_9,16,0.5773502691896258,11.65685424949238,6176.57,4202.98,Z0_C1_T00.tif,839.5549999999998,3048.93,7.356956959341557
9,Z0_C0_T00.tif,0_10,8,0.5773502691896258,7.65685424949238,6147.82,4202.98,Z0_C1_T00.tif,862.6799999999998,3048.93,7.126419993508602
10,Z0_C0_T01.tif,1_1,8,0.5773502691896258,7.65685424949238,7375.475,4202.98,Z0_C1_T01.tif,1561.9650000000001,3048.93,4.721920785677016
11,Z0_C0_T01.tif,1_2,69,0.9210665964576923,35.55634918610404,8601.165217391303,4202.98,Z0_C1_T01.tif,1987.3834782608694,3048.93,4.327884030171197
12,Z0_C0_T01.tif,1_3,63,0.42854503153753154,26.48528137423857,9751.139682539682,4202.98,Z0_C1_T01.tif,2558.1336507936508,3048.93,3.8118179163604022
13,Z0_C0_T01.tif,1_4,19,0.5207037318817047,13.071067811865476,7221.336842105265,4202.98,Z0_C1_T01.tif,1425.4978947368422,3048.93,5.06583479973387
14,Z0_C0_T01.tif,1_5,49,0.4138506212220425,22.727922061357855,9782.151020408164,4202.98,Z0_C1_T01.tif,4416.07469387755,3048.93,2.215123542627154
15,Z0_C0_T01.tif,1_6,30,0.4509717590117594,17.071067811865476,7573.100000000002,4202.98,Z0_C1_T01.tif,1759.3066666666662,3048.93,4.3045934762179066
17,Z0_C0_T01.tif,1_8,21,0.0,13.65685424949238,6668.790476190477,4202.98,Z0_C1_T01.tif,1224.292380952381,3048.93,5.447057075535178
18,Z0_C0_T01.tif,1_9,58,0.8136347429692361,26.72792206135785,8807.617241379308,4202.98,Z0_C1_T01.tif,1870.4779310344827,3048.93,4.7087522901209455
19,Z0_C0_T01.tif,1_10,12,0.0,9.65685424949238,6934.683333333334,4202.98,Z0_C1_T01.tif,1456.8400000000001,3048.93,4.760085756385968
20,Z0_C0_T01.tif,1_11,12,0.0,9.65685424949238,6837.266666666669,4202.98,Z0_C1_T01.tif,830.0066666666668,3048.93,8.237604517232795
21,Z0_C0_T02.tif,2_1,31,0.5040180831867871,17.899494936611664,5749.009677419353,4202.98,Z0_C1_T02.tif,3646.350322580645,3048.93,1.5766476528098883
