,label,area,mean_intensity_YFP_astrin,fname_YFP_astrin,YFP_astrin_cyto,YFP_astrin_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg
0,0_1,4.0,32816.5,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,37247.75,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
1,0_2,5.0,58943.6,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,38933.0,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
2,0_3,8.0,43735.75,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,36951.75,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
3,0_4,28.0,50786.892857142855,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,42790.67857142857,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
4,0_5,22.0,49049.954545454544,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,44823.818181818184,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
5,0_6,5.0,53412.4,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,36775.6,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
6,0_7,5.0,60832.8,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,38516.6,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
7,0_8,18.0,44357.77777777778,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,33528.444444444445,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
8,0_9,16.0,46707.3125,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T00.tif,39297.74505649717,25701.965,36830.4375,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T00.tif,27131.772691240585,13333.905
10,1_1,6.0,27530.0,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,39145.0,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
11,1_2,8.0,52836.5,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,41555.375,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
12,1_3,5.0,57055.2,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,37785.8,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
13,1_4,5.0,38223.6,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,44482.8,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
14,1_5,8.0,39364.25,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,44830.75,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
15,1_6,5.0,41885.0,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,52112.2,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
16,1_7,9.0,40812.666666666664,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,35897.11111111111,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
17,1_8,30.0,48740.53333333333,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,41644.53333333333,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
18,1_9,5.0,51635.2,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,35612.8,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
19,1_10,5.0,40859.2,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,44050.8,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
20,1_11,5.0,44098.8,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C0_T01.tif,39600.009845501365,26157.38,31703.6,Exp2018_032_setVI_HeLa_YFP-AstrinWT_CENPBdsRed_GFP_mcherry_01_R3D_D3D_Z0_C1_T01.tif,26885.018591200165,13207.1825
