,label,area,mean_intensity_YFP_astrin,fname_YFP_astrin,YFP_astrin_cyto,YFP_astrin_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg
0,0_1,81,21117.987654320987,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,47856.92592592593,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
1,0_2,10,21469.6,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,48024.2,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
2,0_3,11,23397.0,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,48735.181818181816,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
3,0_4,54,24794.40740740741,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,49104.7962962963,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
4,0_5,11,22489.636363636364,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,54472.545454545456,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
5,0_6,14,22028.071428571428,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,52596.92857142857,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
6,0_7,21,21718.14285714286,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,51625.90476190476,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
7,0_8,13,23290.0,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,54760.230769230766,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
8,0_9,42,19103.809523809523,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,51861.357142857145,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
9,0_10,10,21880.8,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,55028.3,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
10,0_11,8,22074.0,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T00.tif,25767.671737276087,16295.87,40345.75,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T00.tif,38059.08077858881,17614.9725
11,1_1,8,20572.125,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C0_T01.tif,26475.08922944715,16907.7225,43447.25,Exp2018_032_SetV_HeLa-MG132_YFP-AstrinQ1012_GFP_mcherry_04_R3D_D3D_Z0_C1_T01.tif,37534.99164208456,17150.0275
