,label,area,mean_intensity_nuf2_CFP,fname_nuf2_CFP,nuf2_CFP_cyto,nuf2_CFP_bg,mean_intensity_YFP_pp1,fname_YFP_pp1,YFP_pp1_cyto,YFP_pp1_bg
0,0_1,8,5674.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,6101.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
1,0_2,5,5683.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,6161.2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
2,0_3,16,5652.1875,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,6323.1875,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
3,0_4,10,5691.3,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,7890.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
4,0_5,19,5678.473684210527,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,6598.8421052631575,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
5,0_6,21,5619.190476190476,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,7771.857142857143,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
6,0_7,12,5743.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,7972.5,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
7,0_8,17,5437.058823529412,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,8079.176470588235,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
8,0_9,45,5771.866666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,8153.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
9,0_10,14,5516.071428571428,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C0_T0.tif,4481.735953593872,4129.6725,6537.928571428572,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point3_2min01_R3D_D3D_Z00_C1_T0.tif,8427.721990963106,5659.4
