,label,area,mean_intensity_nuf2_CFP,fname_nuf2_CFP,mean_intensity_YFP_pp1,fname_YFP_pp1,nuf2_CFP_cyto,YFP_pp1_cyto,nuf2_CFP_bg,YFP_pp1_bg
0,0_1,15,5031.6,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,3876.5333333333333,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
1,0_2,36,5343.916666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,7728.416666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
2,0_3,14,5146.285714285715,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9297.92857142857,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
3,0_4,12,4978.916666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9283.416666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
4,0_5,8,5111.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9201.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
5,0_6,8,5312.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,6288.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
6,0_7,8,5027.5,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4487.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
7,0_8,8,5227.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9986.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
8,0_9,8,5064.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9918.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
9,0_10,21,5226.047619047619,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9417.666666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
10,0_11,16,5208.0625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,7449.9375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
11,0_12,24,5170.833333333333,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,10410.166666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
12,0_13,8,5251.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,6836.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
13,0_14,12,5263.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,8167.833333333333,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
14,0_15,8,5240.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,7122.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
15,0_16,12,5202.416666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,9310.833333333334,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,4414.831873759013,5632.227477697581,4214.79,4620.47
