,label,area,mean_intensity_nuf2_CFP,fname_nuf2_CFP,nuf2_CFP_cyto,nuf2_CFP_bg,mean_intensity_YFP_pp1,fname_YFP_pp1,YFP_pp1_cyto,YFP_pp1_bg
0,0_1,15,5031.6,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,3876.5333333333333,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
1,0_2,36,5343.916666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,7728.416666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
2,0_3,14,5146.285714285715,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,9297.92857142857,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
3,0_4,12,4978.916666666667,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,9283.416666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
4,0_5,8,5111.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,9201.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
5,0_6,8,5312.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,6288.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
6,0_7,8,5027.5,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,4487.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
7,0_8,8,5227.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,9986.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
8,0_9,8,5064.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,9918.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
9,0_10,21,5226.047619047619,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C0_T0.tif,4423.21862376941,4139.9725,9417.666666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point10_10min01_R3D_D3D_Z00_C1_T0.tif,5970.05688034188,4677.37
