,fname_green,label,area,eccentricity,perimeter,mean_intensity_green,fname_red,mean_intensity_red,intensity_ratio
0,Z0_C0_T00.tif,0_1,32,0.0,17.65685424949238,14863.59375,Z0_C1_T00.tif,4623.9375,3.2144884635659543
1,Z0_C0_T00.tif,0_2,32,0.0,17.65685424949238,14738.71875,Z0_C1_T00.tif,5341.0625,2.759510631077618
2,Z0_C0_T00.tif,0_3,26,0.5440588203494177,15.65685424949238,17431.30769230769,Z0_C1_T00.tif,7551.346153846154,2.3083708966816916
3,Z0_C0_T00.tif,0_4,32,0.0,17.65685424949238,15981.34375,Z0_C1_T00.tif,5024.1875,3.1808812370159356
4,Z0_C0_T00.tif,0_5,36,0.5439056439097799,19.071067811865476,17308.416666666668,Z0_C1_T00.tif,6885.25,2.513839971920652
5,Z0_C0_T00.tif,0_6,30,0.4509717590117594,17.071067811865476,15989.2,Z0_C1_T00.tif,4823.7,3.3147169185480028
6,Z0_C0_T00.tif,0_7,34,0.5082559240684967,18.48528137423857,16103.323529411764,Z0_C1_T00.tif,6689.676470588235,2.4071901832938374
7,Z0_C0_T00.tif,0_8,28,0.6201736729460422,16.48528137423857,14480.107142857143,Z0_C1_T00.tif,4920.892857142857,2.9425772036143267
8,Z0_C0_T00.tif,0_9,32,0.0,17.65685424949238,15197.03125,Z0_C1_T00.tif,7317.125,2.0769128927003435
9,Z0_C0_T00.tif,0_10,32,0.0,17.65685424949238,17173.84375,Z0_C1_T00.tif,8394.4375,2.0458599816842997
10,Z0_C0_T00.tif,0_11,8,0.5773502691896258,7.65685424949238,13185.375,Z0_C1_T00.tif,6130.75,2.150695265668964
11,Z0_C0_T00.tif,0_12,60,0.6350656426291387,26.485281374238568,18934.833333333332,Z0_C1_T00.tif,7039.483333333334,2.6898044127291536
12,Z0_C0_T00.tif,0_13,76,0.7243703690136953,32.14213562373095,14936.078947368422,Z0_C1_T00.tif,9065.486842105263,1.6475760439027718
13,Z0_C0_T00.tif,0_14,56,0.8294744211683248,25.31370849898476,15246.910714285714,Z0_C1_T00.tif,8547.375,1.7838120726288145
14,Z0_C0_T00.tif,0_15,8,0.5773502691896258,7.65685424949238,13757.125,Z0_C1_T00.tif,5144.125,2.6743372293635943
15,Z0_C0_T00.tif,0_16,70,0.9013082325951383,33.31370849898476,16500.985714285714,Z0_C1_T00.tif,6799.871428571429,2.426661428472387
16,Z0_C0_T00.tif,0_17,64,0.740074318396035,27.31370849898476,18279.953125,Z0_C1_T00.tif,9756.0,1.8737139324518246
17,Z0_C0_T00.tif,0_18,38,0.834419796763022,21.071067811865476,13817.842105263158,Z0_C1_T00.tif,6191.5,2.231743859365769
18,Z0_C0_T00.tif,0_19,73,0.8830685204059785,32.384776310850235,15693.917808219177,Z0_C1_T00.tif,7188.479452054795,2.1832040994056316
19,Z0_C0_T00.tif,0_20,62,0.7915461656762306,28.727922061357855,15349.951612903225,Z0_C1_T00.tif,5931.322580645161,2.5879475284302584
20,Z0_C0_T00.tif,0_21,37,0.8486933480837091,21.071067811865476,14656.054054054053,Z0_C1_T00.tif,6573.27027027027,2.229644218394727
21,Z0_C0_T01.tif,1_1,16,0.5773502691896258,11.65685424949238,17261.1875,Z0_C1_T01.tif,4762.0625,3.624729305841744
22,Z0_C0_T01.tif,1_2,32,0.0,17.65685424949238,17215.0625,Z0_C1_T01.tif,5090.75,3.3816358100476354
23,Z0_C0_T01.tif,1_3,26,0.5440588203494177,15.65685424949238,17028.73076923077,Z0_C1_T01.tif,7203.961538461538,2.3638009001457534
24,Z0_C0_T01.tif,1_4,26,0.5440588203494177,15.65685424949238,18824.346153846152,Z0_C1_T01.tif,6879.2307692307695,2.7364027731186398
25,Z0_C0_T01.tif,1_5,32,0.0,17.65685424949238,16256.25,Z0_C1_T01.tif,6676.0625,2.4350056638924515
26,Z0_C0_T01.tif,1_6,21,0.0,13.65685424949238,18527.428571428572,Z0_C1_T01.tif,5353.952380952381,3.460514261827044
27,Z0_C0_T01.tif,1_7,26,0.5440588203494177,15.65685424949238,16069.5,Z0_C1_T01.tif,6400.076923076923,2.5108291967644623
28,Z0_C0_T01.tif,1_8,16,0.5773502691896258,11.65685424949238,17202.25,Z0_C1_T01.tif,8332.625,2.0644454778656187
29,Z0_C0_T01.tif,1_9,48,0.4579913728019072,22.48528137423857,21687.6875,Z0_C1_T01.tif,7449.208333333333,2.9114083711356353
30,Z0_C0_T01.tif,1_10,52,0.8878459200410838,28.727922061357855,16259.038461538461,Z0_C1_T01.tif,8471.807692307691,1.919193524222875
31,Z0_C0_T01.tif,1_11,22,0.6898605623642444,14.48528137423857,16876.909090909092,Z0_C1_T01.tif,8727.727272727272,1.9337117858444874
32,Z0_C0_T01.tif,1_12,18,0.7226591383582849,13.071067811865474,18374.166666666668,Z0_C1_T01.tif,9630.388888888889,1.9079361050378723
33,Z0_C0_T01.tif,1_13,32,0.0,17.65685424949238,20699.625,Z0_C1_T01.tif,7344.3125,2.818456458654231
34,Z0_C0_T01.tif,1_14,26,0.5440588203494177,15.65685424949238,17116.30769230769,Z0_C1_T01.tif,5310.115384615385,3.223340069388612
35,Z0_C0_T01.tif,1_15,51,0.7208679212723954,23.899494936611667,19782.13725490196,Z0_C1_T01.tif,11448.921568627451,1.7278603173515787
36,Z0_C0_T01.tif,1_16,12,0.0,9.65685424949238,16803.416666666668,Z0_C1_T01.tif,5846.583333333333,2.8740574979688995
37,Z0_C0_T01.tif,1_17,36,0.7761987323164664,19.65685424949238,17488.527777777777,Z0_C1_T01.tif,6128.555555555556,2.853613321971826
